{ID: 582028370315243520, Place: None, User Location: Chennai, India}
{ID: 582082161009778688, Place: None, User Location: India,Tamilnadu}
{ID: 582082258049241088, Place: None, User Location: India,Tamilnadu}
{ID: 582082309093875713, Place: None, User Location: India,Tamilnadu}
{ID: 582083156242640896, Place: None, User Location: India,Tamilnadu}
{ID: 582084319042113536, Place: None, User Location: India,Tamilnadu}
{ID: 582028983157428224, Place: None, User Location: Chennai,TN,India}
{ID: 582076220478660608, Place: None, User Location: Chennai,TN,India}
{ID: 582091994031214593, Place: None, User Location: Chennai,TN,India}
{ID: 582029484817137664, Place: None, User Location: Chennai India !❤ }
{ID: 582039568842506240, Place: None, User Location: Chennai, Tamil Nadu, India}
{ID: 582057976640315392, Place: None, User Location: Chennai, Tamil Nadu, India}
{ID: 582083181949538305, Place: None, User Location: Chennai, Tamil Nadu, India}
{ID: 582108856198643713, Place: None, User Location: Chennai, Tamil Nadu, India}
{ID: 582031603938902017, Place: None, User Location: India/TamilNadu}
{ID: 582031708058337280, Place: None, User Location: India/TamilNadu}
{ID: 582031781869666304, Place: None, User Location: India/TamilNadu}
{ID: 582042425251618816, Place: None, User Location: India/TamilNadu}
{ID: 582043530949988352, Place: None, User Location: India/TamilNadu}
{ID: 582048780893233152, Place: None, User Location: India/TamilNadu}
{ID: 582048942856228864, Place: None, User Location: India/TamilNadu}
{ID: 582052708913451008, Place: None, User Location: India/TamilNadu}
{ID: 582059552608251904, Place: None, User Location: India/TamilNadu}
{ID: 582067784043114496, Place: None, User Location: India/TamilNadu}
{ID: 582086948510142464, Place: None, User Location: India/TamilNadu}
{ID: 582040819386834944, Place: {u'full_name': u'Saidapet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6d86f195adaa42fb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0765774, 13.0248559], [80.0765774, 13.2340278], [80.3329248, 13.2340278], [80.3329248, 13.0248559]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6d86f195adaa42fb', u'name': u'Saidapet'}, User Location: India}
{ID: 582028642739363841, Place: None, User Location: Tamil Nadu, India}

{ID: 582028932930670592, Place: None, User Location: Belukurichi, Tamil Nadu, India}

{ID: 582029696885362689, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582030754860777472, Place: {u'full_name': u'Chennai, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/38ac902a28ee86da.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1830806, 12.965942], [80.1830806, 13.0604949], [80.252142, 13.0604949], [80.252142, 12.965942]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'38ac902a28ee86da', u'name': u'Chennai'}, User Location: Vijay Raja's Apex, Chennai}

{ID: 582031079650906112, Place: {u'full_name': u'Thiruparankundram, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2626ac0b0ebdb640.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[78.0635121, 9.8702293], [78.0635121, 9.8868224], [78.0882184, 9.8868224], [78.0882184, 9.8702293]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2626ac0b0ebdb640', u'name': u'Thiruparankundram'}, User Location: Perambalur }

{ID: 582031179097899009, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: Bangalore, India}

{ID: 582033543372541952, Place: {u'full_name': u'Egmore Nungambakkam, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/4ad0fa6d89777d40.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1851996, 13.0417174], [80.1851996, 13.091511], [80.2712123, 13.091511], [80.2712123, 13.0417174]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'4ad0fa6d89777d40', u'name': u'Egmore Nungambakkam'}, User Location: Chennai,Tiruvalla(Kerala)India}

{ID: 582034024165609474, Place: {u'full_name': u'Tamil Nadu, India', u'url': u'https://api.twitter.com/1.1/geo/id/4e61e76e6c68fcdf.json', u'country': u'India', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[76.2331007, 8.0774475], [76.2331007, 13.5604201], [80.3463054, 13.5604201], [80.3463054, 8.0774475]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'4e61e76e6c68fcdf', u'name': u'Tamil Nadu'}, User Location: Chennai/Salem}

{ID: 582034730062778368, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582035328740921344, Place: None, User Location: Tamil Nadu, India}

{ID: 582035387838676992, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582035479035396096, Place: None, User Location: Tamil Nadu, India}

{ID: 582035637819179008, Place: None, User Location: Tamil Nadu, India}

{ID: 582036420870574080, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582036998875037699, Place: {u'full_name': u'Chennai, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/38ac902a28ee86da.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1830806, 12.965942], [80.1830806, 13.0604949], [80.252142, 13.0604949], [80.252142, 12.965942]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'38ac902a28ee86da', u'name': u'Chennai'}, User Location: }

{ID: 582037110535766016, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: chennai , india}

{ID: 582037302534262784, Place: {u'full_name': u'Krishnagiri, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/7178a13f6966cdb1.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[78.2061208, 12.5046078], [78.2061208, 12.537737], [78.2285032, 12.537737], [78.2285032, 12.5046078]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'7178a13f6966cdb1', u'name': u'Krishnagiri'}, User Location: Krishnagiri}

{ID: 582037435082653696, Place: {u'full_name': u'Chennai, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/38ac902a28ee86da.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1830806, 12.965942], [80.1830806, 13.0604949], [80.252142, 13.0604949], [80.252142, 12.965942]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'38ac902a28ee86da', u'name': u'Chennai'}, User Location: }

{ID: 582037820430106625, Place: {u'full_name': u'Coimbatore, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/5446838227498f51.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[76.657719, 10.8079501], [76.657719, 11.2372976], [77.1004649, 11.2372976], [77.1004649, 10.8079501]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5446838227498f51', u'name': u'Coimbatore'}, User Location: }

{ID: 582038122050924544, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582038333859082240, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: }

{ID: 582038392159911936, Place: None, User Location: Tamil Nadu, India}

{ID: 582038602105819136, Place: {u'full_name': u'Saidapet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6d86f195adaa42fb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0765774, 13.0248559], [80.0765774, 13.2340278], [80.3329248, 13.2340278], [80.3329248, 13.0248559]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6d86f195adaa42fb', u'name': u'Saidapet'}, User Location: Chennai, India}

{ID: 582038619365322752, Place: {u'full_name': u'Fort Tondiarpet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/236fe7c43d9dc36d.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.242499, 13.0653565], [80.242499, 13.1478063], [80.3058759, 13.1478063], [80.3058759, 13.0653565]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'236fe7c43d9dc36d', u'name': u'Fort Tondiarpet'}, User Location: Puducherry}

{ID: 582038670477123585, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582038698209857536, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: chennai}

{ID: 582038729897828352, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: Chennai, India}

{ID: 582039105397137408, Place: {u'full_name': u'Sholinganallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/2a3a6daaec3b0848.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0561611, 12.8503281], [80.0561611, 13.0285928], [80.2681922, 13.0285928], [80.2681922, 12.8503281]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'2a3a6daaec3b0848', u'name': u'Sholinganallur'}, User Location: chennai}

{ID: 582039366589018112, Place: None, User Location: Chennai, Tamil Nadu, India.}

{ID: 582039708839976960, Place: {u'full_name': u'Sriperumbudur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/433606e43d277178.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[79.742551, 12.7844446], [79.742551, 13.142529], [80.185192, 13.142529], [80.185192, 12.7844446]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'433606e43d277178', u'name': u'Sriperumbudur'}, User Location: Jaipur, India}

{ID: 582040277298200576, Place: None, User Location: Coimbatore,Tamil Nadu,India}

{ID: 582040662763155456, Place: {u'full_name': u'Saidapet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6d86f195adaa42fb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0765774, 13.0248559], [80.0765774, 13.2340278], [80.3329248, 13.2340278], [80.3329248, 13.0248559]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6d86f195adaa42fb', u'name': u'Saidapet'}, User Location: India}

{ID: 582041147993763840, Place: {u'full_name': u'Saidapet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6d86f195adaa42fb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0765774, 13.0248559], [80.0765774, 13.2340278], [80.3329248, 13.2340278], [80.3329248, 13.0248559]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6d86f195adaa42fb', u'name': u'Saidapet'}, User Location: India}

{ID: 582041307436077056, Place: {u'full_name': u'Chennai, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/38ac902a28ee86da.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1830806, 12.965942], [80.1830806, 13.0604949], [80.252142, 13.0604949], [80.252142, 12.965942]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'38ac902a28ee86da', u'name': u'Chennai'}, User Location: Chennai}

{ID: 582041393205407744, Place: {u'full_name': u'Saidapet, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6d86f195adaa42fb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.0765774, 13.0248559], [80.0765774, 13.2340278], [80.3329248, 13.2340278], [80.3329248, 13.0248559]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6d86f195adaa42fb', u'name': u'Saidapet'}, User Location: India}

{ID: 582041970727473152, Place: {u'full_name': u'Tiruvallur, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/6a236b3432e4837b.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[79.7338513, 12.9464399], [79.7338513, 13.3154946], [80.118571, 13.3154946], [80.118571, 12.9464399]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'6a236b3432e4837b', u'name': u'Tiruvallur'}, User Location: }

{ID: 582042021986086912, Place: {u'full_name': u'Chennai, Tamil Nadu', u'url': u'https://api.twitter.com/1.1/geo/id/38ac902a28ee86da.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[80.1830806, 12.965942], [80.1830806, 13.0604949], [80.252142, 13.0604949], [80.252142, 12.965942]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'38ac902a28ee86da', u'name': u'Chennai'}, User Location: Vijay Raja's Apex, Chennai}

