{ID: 582028389965398016, Place: None, User Location: Bangalore, India}
{ID: 582104892019339264, Place: None, User Location: Bangalore, India}
{ID: 582106025450307584, Place: None, User Location: Bangalore, India}
{ID: 582106443752452096, Place: None, User Location: Bangalore, India}
{ID: 582106837354295296, Place: None, User Location: Bangalore, India}
{ID: 582107255014739968, Place: None, User Location: Bangalore, India}
{ID: 582107373600264192, Place: None, User Location: Bangalore, India}
{ID: 582107460120420352, Place: None, User Location: Bangalore, India}
{ID: 582107664206802944, Place: None, User Location: Bangalore, India}
{ID: 582108141438918656, Place: None, User Location: Bangalore, India}
{ID: 582108265175080960, Place: None, User Location: Bangalore, India}
{ID: 582108296124874752, Place: None, User Location: Bangalore, India}
{ID: 582108340584460288, Place: None, User Location: Bangalore, India}
{ID: 582108356212486144, Place: None, User Location: Bangalore, India}
{ID: 582108407714312192, Place: None, User Location: Bangalore, India}
{ID: 582108700061671424, Place: None, User Location: Bangalore, India}
{ID: 582109517657161728, Place: None, User Location: Bangalore, India}
{ID: 582109607339782144, Place: None, User Location: Bangalore, India}
{ID: 582109742312529920, Place: None, User Location: Bangalore, India}
{ID: 582110097939152896, Place: None, User Location: Bangalore, India}
{ID: 582110483655700480, Place: None, User Location: Bangalore, India}
{ID: 582110514836209664, Place: None, User Location: Bangalore, India}
{ID: 582110780255956992, Place: None, User Location: Bangalore, India}
{ID: 582112749024493568, Place: None, User Location: Bangalore, India}
{ID: 582113056546664448, Place: None, User Location: Bangalore, India}
{ID: 582028385964048385, Place: None, User Location: Bengaluru, India }
{ID: 582029334552002561, Place: None, User Location: Bengaluru, India }
{ID: 582037225858199553, Place: None, User Location: Bengaluru, India }
{ID: 582037384012947457, Place: None, User Location: Bengaluru, India }
{ID: 582037914890174464, Place: None, User Location: Bengaluru, India }
{ID: 582060031807356929, Place: None, User Location: Bengaluru, India }
{ID: 582072549061754880, Place: None, User Location: Bengaluru, India }
{ID: 582077054037819392, Place: None, User Location: Bengaluru, India }
{ID: 582079122752425984, Place: None, User Location: Bengaluru, India }
{ID: 582079306781749249, Place: None, User Location: Bengaluru, India }
{ID: 582081333385515008, Place: None, User Location: Bengaluru, India }
{ID: 582087317881430017, Place: None, User Location: Bengaluru, India }
{ID: 582107330038276097, Place: None, User Location: Bengaluru, India }
{ID: 582106354749341696, Place: None, User Location: Bengaluru,India.}
{ID: 582038191055622144, Place: None, User Location: Mysore , India}
{ID: 582042603731845120, Place: None, User Location: Mysore , India}
{ID: 582043062324453376, Place: None, User Location: Mysore , India}
{ID: 582046991309402112, Place: None, User Location: Mysore , India}
{ID: 582047906519121920, Place: None, User Location: Mysore , India}
{ID: 582048175676112897, Place: None, User Location: Mysore , India}
{ID: 582051005761613824, Place: None, User Location: Mysore , India}
{ID: 582052357761937408, Place: None, User Location: Mysore , India}
{ID: 582053062321123328, Place: None, User Location: Mysore , India}
{ID: 582055363710562304, Place: None, User Location: Mysore , India}
{ID: 582057913860018176, Place: None, User Location: Mysore , India}
{ID: 582060257553227776, Place: None, User Location: Mysore , India}
{ID: 582061287095431168, Place: None, User Location: Mysore , India}
{ID: 582064650583310337, Place: None, User Location: Mysore , India}
{ID: 582066155130519552, Place: None, User Location: Mysore , India}
{ID: 582067170009489408, Place: None, User Location: Mysore , India}
{ID: 582079435744006144, Place: None, User Location: Mysore , India}
{ID: 582081589779173377, Place: None, User Location: Mysore , India}
{ID: 582082384184520704, Place: None, User Location: Mysore , India}
{ID: 582028405454954497, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bengaluru}
{ID: 582065766347886592, Place: None, User Location: Bangalore | India}
{ID: 582110796978655233, Place: None, User Location: Bangalore | India}
{ID: 582110719375638529, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}
{ID: 582037139057049600, Place: None, User Location: Bangalore, India }
{ID: 582040726336237568, Place: None, User Location: Bangalore, India }
{ID: 582041586315366400, Place: None, User Location: Bangalore, India }
{ID: 582070853191401472, Place: None, User Location: Bangalore, India }
{ID: 582103906257260544, Place: None, User Location: Bangalore, India }
{ID: 582108766427963392, Place: None, User Location: Bangalore, India }
{ID: 582110692716642304, Place: None, User Location: Bangalore, India }
{ID: 582029610000506882, Place: {u'full_name': u'Anekal Bangaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/123ad1f35e190c93.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.5563622, 12.6570548], [77.5563622, 12.9377007], [77.8354856, 12.9377007], [77.8354856, 12.6570548]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'123ad1f35e190c93', u'name': u'Anekal Bangaluru'}, User Location: Bangalore}

{ID: 582029738438361088, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582030268988461057, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore, India}

{ID: 582030868216094720, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore, India}

{ID: 582031043911258112, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582031363403972608, Place: None, User Location: Bangalore, Karnataka, India}

{ID: 582031444387569664, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582031663737094144, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore, India}

{ID: 582031738731405313, Place: None, User Location: Bangalore, Karnataka, India}

{ID: 582032100066365440, Place: None, User Location: Bangalore,India}

{ID: 582033506399711233, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582034727529381888, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582034924779130880, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore, India}

{ID: 582034930072326144, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582034939425640448, Place: None, User Location: Bangalore, India.}

{ID: 582034944236519426, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582034982220144641, Place: None, User Location: Mangalore / Bangalore, India}

{ID: 582035020769939456, Place: {u'full_name': u'Anekal Bangaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/123ad1f35e190c93.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.5563622, 12.6570548], [77.5563622, 12.9377007], [77.8354856, 12.9377007], [77.8354856, 12.6570548]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'123ad1f35e190c93', u'name': u'Anekal Bangaluru'}, User Location: Bangalore}

{ID: 582035036204978176, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582035054420836352, Place: None, User Location: Bangalore, India.}

{ID: 582035099320864768, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582035153586769920, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

{ID: 582035212160241664, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore, India}

{ID: 582035389638053888, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Indore/Bangalore }

{ID: 582035410567630848, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582035507275661314, Place: {u'full_name': u'Bengaluru, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/1b8680cd52a711cb.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3734736, 12.9190365], [77.3734736, 13.2313813], [77.7393706, 13.2313813], [77.7393706, 12.9190365]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'1b8680cd52a711cb', u'name': u'Bengaluru'}, User Location: Bangalore}

{ID: 582035524312956928, Place: {u'full_name': u'Bengaluru South, Karnataka', u'url': u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', u'country': u'India', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[77.3305776, 12.731936], [77.3305776, 13.1142933], [77.7863188, 13.1142933], [77.7863188, 12.731936]]]}, u'country_code': u'IN', u'attributes': {}, u'id': u'5f55bb82cf16ac81', u'name': u'Bengaluru South'}, User Location: Bangalore}

